ID,Pred
2019_1101_1113,0.17429185917809883 	 Abilene Chr-Arizona St
2019_1138_1458,0.5818526719299143 	 Buffalo-Wisconsin
2019_1138_1459,0.6524721897000703 	 Buffalo-Wofford
2019_1138_1463,0.868039545345048 	 Buffalo-Yale
2019_1153_1159,0.9011291193910675 	 Cincinnati-Colgate
2019_1153_1181,0.07954697182293925 	 Cincinnati-Duke
2019_1153_1192,0.9669434207522407 	 Cincinnati-F Dickinson
2019_1153_1196,0.6759224379759158 	 Cincinnati-Florida
2019_1153_1199,0.4699001432730482 	 Cincinnati-Florida St
2019_1153_1205,0.9575436395448823 	 Cincinnati-Gardner Webb
2019_1153_1209,0.8967084849814798 	 Cincinnati-Georgia St
2019_1153_1211,0.07433032235512388 	 Cincinnati-Gonzaga
2019_1153_1222,0.35114538079274427 	 Cincinnati-Houston
2019_1153_1233,0.9601580510471093 	 Cincinnati-Iona
2019_1153_1234,0.776922381363186 	 Cincinnati-Iowa
2019_1153_1235,0.498380675398704 	 Cincinnati-Iowa St
2019_1153_1242,0.42782278607679747 	 Cincinnati-Kansas
2019_1153_1243,0.6716978035931659 	 Cincinnati-Kansas St
2019_1153_1246,0.3248780863309576 	 Cincinnati-Kentucky
2019_1153_1251,0.880407936128244 	 Cincinnati-Liberty
2019_1153_1257,0.4653367629261212 	 Cincinnati-Louisville
2019_1153_1261,0.5246142447916128 	 Cincinnati-LSU
2019_1153_1266,0.5458942070937801 	 Cincinnati-Marquette
2019_1153_1268,0.5981362226784515 	 Cincinnati-Maryland
2019_1153_1276,0.3299832571286881 	 Cincinnati-Michigan
2019_1153_1277,0.2602381178072041 	 Cincinnati-Michigan St
2019_1153_1278,0.8180214126356042 	 Cincinnati-Minnesota
2019_1153_1279,0.7624771496178615 	 Cincinnati-Mississippi
2019_1153_1280,0.49653183866274886 	 Cincinnati-Mississippi St
2019_1153_1285,0.8667652883315168 	 Cincinnati-Montana
2019_1153_1293,0.7221856314446097 	 Cincinnati-Murray St
2019_1153_1295,0.9436922591664535 	 Cincinnati-N Dakota St
2019_1153_1297,0.880933374191381 	 Cincinnati-N Kentucky
2019_1153_1300,0.9857255700203696 	 Cincinnati-NC Central
2019_1153_1305,0.4712297553888959 	 Cincinnati-Nevada
2019_1153_1308,0.743295121736395 	 Cincinnati-New Mexico St
2019_1153_1314,0.14639842128409214 	 Cincinnati-North Carolina
2019_1153_1318,0.790007179342234 	 Cincinnati-Northeastern
2019_1153_1326,0.7384754745550562 	 Cincinnati-Ohio St
2019_1153_1328,0.7466986133310478 	 Cincinnati-Oklahoma
2019_1153_1330,0.8934379236052977 	 Cincinnati-Old Dominion
2019_1153_1332,0.609848467119896 	 Cincinnati-Oregon
2019_1153_1341,0.9745664820196697 	 Cincinnati-Prairie View
2019_1153_1345,0.45768649208565865 	 Cincinnati-Purdue
2019_1153_1371,0.7777272436778662 	 Cincinnati-Seton Hall
2019_1153_1385,0.8309146059116698 	 Cincinnati-St John's
2019_1153_1387,0.8644596795636245 	 Cincinnati-St Louis
2019_1153_1388,0.45090297862607576 	 Cincinnati-St Mary's CA
2019_1153_1393,0.6157599977079241 	 Cincinnati-Syracuse
2019_1153_1396,0.8140988473029193 	 Cincinnati-Temple
2019_1153_1397,0.3979083714921913 	 Cincinnati-Tennessee
2019_1153_1403,0.3982660596978171 	 Cincinnati-Texas Tech
2019_1153_1414,0.8774205199941816 	 Cincinnati-UC Irvine
2019_1153_1416,0.6148133963550213 	 Cincinnati-UCF
2019_1153_1429,0.5037919999523501 	 Cincinnati-Utah St
2019_1153_1433,0.5365625765318127 	 Cincinnati-VA Commonwealth
2019_1153_1436,0.7964842140476452 	 Cincinnati-Vermont
2019_1153_1437,0.6101949946895081 	 Cincinnati-Villanova
2019_1153_1438,0.19734413430399084 	 Cincinnati-Virginia
2019_1153_1439,0.4157240110819696 	 Cincinnati-Virginia Tech
2019_1153_1449,0.6905384870227097 	 Cincinnati-Washington
2019_1153_1458,0.5077897995354332 	 Cincinnati-Wisconsin
2019_1153_1459,0.5819301988922505 	 Cincinnati-Wofford
2019_1153_1463,0.8298427556906339 	 Cincinnati-Yale
2019_1159_1181,0.009191621072053688 	 Colgate-Duke
2019_1159_1192,0.7584515437409688 	 Colgate-F Dickinson
2019_1159_1196,0.1829309126307394 	 Colgate-Florida
2019_1159_1199,0.08688664099436251 	 Colgate-Florida St
2019_1159_1205,0.7076884989901272 	 Colgate-Gardner Webb
2019_1159_1209,0.4823735651889602 	 Colgate-Georgia St
2019_1159_1211,0.008546001560888744 	 Colgate-Gonzaga
2019_1159_1222,0.054903034477403245 	 Colgate-Houston
2019_1159_1233,0.7212090860319574 	 Colgate-Iona
2019_1159_1234,0.27212062833969036 	 Colgate-Iowa
2019_1159_1235,0.09637323590963909 	 Colgate-Iowa St
2019_1159_1242,0.0742992435520567 	 Colgate-Kansas
2019_1159_1243,0.18007543028717674 	 Colgate-Kansas St
2019_1159_1246,0.04911849315892866 	 Colgate-Kentucky
2019_1159_1251,0.4414173791743517 	 Colgate-Liberty
2019_1159_1257,0.0854433151001517 	 Colgate-Louisville
2019_1159_1261,0.10591405664189026 	 Colgate-LSU
2019_1159_1266,0.11429353818905122 	 Colgate-Marquette
2019_1159_1268,0.1377618309900746 	 Colgate-Maryland
2019_1159_1276,0.050212640031903885 	 Colgate-Michigan
2019_1159_1277,0.03638827401821356 	 Colgate-Michigan St
2019_1159_1278,0.32547763783641054 	 Colgate-Minnesota
2019_1159_1279,0.25627850898226123 	 Colgate-Mississippi
2019_1159_1280,0.09573111119344076 	 Colgate-Mississippi St
2019_1159_1285,0.4111884267005337 	 Colgate-Montana
2019_1159_1293,0.2181668028936255 	 Colgate-Murray St
2019_1159_1295,0.64273565156737 	 Colgate-N Dakota St
2019_1159_1297,0.44265055367811357 	 Colgate-N Kentucky
2019_1159_1300,0.8811323980063317 	 Colgate-NC Central
2019_1159_1305,0.08731099490119101 	 Colgate-Nevada
2019_1159_1308,0.23711817748589392 	 Colgate-New Mexico St
2019_1159_1314,0.01807751822643479 	 Colgate-North Carolina
2019_1159_1318,0.2876670149014187 	 Colgate-Northeastern
2019_1159_1326,0.2326066414933499 	 Colgate-Ohio St
2019_1159_1328,0.2403742223092203 	 Colgate-Oklahoma
2019_1159_1330,0.4736839923294924 	 Colgate-Old Dominion
2019_1159_1332,0.14368249525355153 	 Colgate-Oregon
2019_1159_1341,0.8044297943722672 	 Colgate-Prairie View
2019_1159_1345,0.08306825763571174 	 Colgate-Purdue
2019_1159_1371,0.2730426224335475 	 Colgate-Seton Hall
2019_1159_1385,0.34533981322432256 	 Colgate-St John's
2019_1159_1387,0.4063982486937488 	 Colgate-St Louis
2019_1159_1388,0.08100770135419073 	 Colgate-St Mary's CA
2019_1159_1393,0.14677523050553004 	 Colgate-Syracuse
2019_1159_1396,0.31976676574707863 	 Colgate-Temple
2019_1159_1397,0.06624225742296078 	 Colgate-Tennessee
2019_1159_1403,0.0663346513445131 	 Colgate-Texas Tech
2019_1159_1414,0.4345075028573869 	 Colgate-UC Irvine
2019_1159_1416,0.1462751324367742 	 Colgate-UCF
2019_1159_1429,0.09827479260261762 	 Colgate-Utah St
2019_1159_1433,0.11054377183427587 	 Colgate-VA Commonwealth
2019_1159_1436,0.29582750438099675 	 Colgate-Vermont
2019_1159_1437,0.1438618100701656 	 Colgate-Villanova
2019_1159_1438,0.02571354322151206 	 Colgate-Virginia
2019_1159_1439,0.07095822347841749 	 Colgate-Virginia Tech
2019_1159_1449,0.1932432284276057 	 Colgate-Washington
2019_1159_1458,0.09970121431952063 	 Colgate-Wisconsin
2019_1159_1459,0.12999437976280193 	 Colgate-Wofford
2019_1159_1463,0.3436213971357465 	 Colgate-Yale
2019_1181_1192,0.9970034812309398 	 Duke-F Dickinson
2019_1181_1196,0.9595531579675122 	 Duke-Florida
2019_1181_1199,0.9097707099352595 	 Duke-Florida St
2019_1181_1205,0.9961170834712896 	 Duke-Gardner Webb
2019_1181_1209,0.9899746184870754 	 Duke-Georgia St
2019_1181_1211,0.4773617915468827 	 Duke-Gonzaga
2019_1181_1222,0.8602508896961094 	 Duke-Houston
2019_1181_1233,0.996365205351416 	 Duke-Iona
2019_1181_1234,0.9753784713543819 	 Duke-Iowa
2019_1181_1235,0.9187069278306188 	 Duke-Iowa St
2019_1181_1242,0.8947912510378179 	 Duke-Kansas
2019_1181_1243,0.9588005321303624 	 Duke-Kansas St
2019_1181_1246,0.8455269500030969 	 Duke-Kentucky
2019_1181_1251,0.9881987988186656 	 Duke-Liberty
2019_1181_1257,0.9082546485505136 	 Duke-Louisville
2019_1181_1261,0.9262129080110986 	 Duke-LSU
2019_1181_1266,0.9318511425974645 	 Duke-Marquette
2019_1181_1268,0.9442276489944242 	 Duke-Maryland
2019_1181_1276,0.8485306490848292 	 Duke-Michigan
2019_1181_1277,0.8000572777433347 	 Duke-Michigan St
2019_1181_1278,0.9808174091573473 	 Duke-Minnesota
2019_1181_1279,0.9733431982563876 	 Duke-Mississippi
2019_1181_1280,0.9181528819383438 	 Duke-Mississippi St
2019_1181_1285,0.9866663311573766 	 Duke-Montana
2019_1181_1293,0.9672866853959924 	 Duke-Murray St
2019_1181_1295,0.9947817007774071 	 Duke-N Dakota St
2019_1181_1297,0.9882569652211153 	 Duke-N Kentucky
2019_1181_1300,0.9987285078622469 	 Duke-NC Central
2019_1181_1305,0.9102078520906278 	 Duke-Nevada
2019_1181_1308,0.9705322951694741 	 Duke-New Mexico St
2019_1181_1314,0.6611114088509364 	 Duke-North Carolina
2019_1181_1318,0.9771648059687601 	 Duke-Northeastern
2019_1181_1326,0.9698057274405255 	 Duke-Ohio St
2019_1181_1328,0.9710403713243344 	 Duke-Oklahoma
2019_1181_1330,0.9896230062633788 	 Duke-Old Dominion
2019_1181_1332,0.9467510954701182 	 Duke-Oregon
2019_1181_1341,0.9977109084282022 	 Duke-Prairie View
2019_1181_1345,0.9056570249526738 	 Duke-Purdue
2019_1181_1371,0.9754898946677407 	 Duke-Seton Hall
2019_1181_1385,0.9824243140620651 	 Duke-St John's
2019_1181_1387,0.9864030452849057 	 Duke-St Louis
2019_1181_1388,0.9032929602547929 	 Duke-St Mary's CA
2019_1181_1393,0.9479932369599897 	 Duke-Syracuse
2019_1181_1396,0.9803195028099313 	 Duke-Temple
2019_1181_1397,0.8825907379452779 	 Duke-Tennessee
2019_1181_1403,0.8827453368897187 	 Duke-Texas Tech
2019_1181_1414,0.9878668965500284 	 Duke-UC Irvine
2019_1181_1416,0.9477957239118509 	 Duke-UCF
2019_1181_1429,0.9203089378674074 	 Duke-Utah St
2019_1181_1433,0.9294253525521846 	 Duke-VA Commonwealth
2019_1181_1436,0.9780296769857171 	 Duke-Vermont
2019_1181_1437,0.9468244819388897 	 Duke-Villanova
2019_1181_1438,0.7366068862720987 	 Duke-Virginia
2019_1181_1439,0.8900284604880494 	 Duke-Virginia Tech
2019_1181_1449,0.9620946899327237 	 Duke-Washington
2019_1181_1458,0.9214740453901934 	 Duke-Wisconsin
2019_1181_1459,0.9405922918596769 	 Duke-Wofford
2019_1181_1463,0.9822924321356286 	 Duke-Yale
2019_1192_1196,0.06527114913376285 	 F Dickinson-Florida
2019_1192_1199,0.028822665362922332 	 F Dickinson-Florida St
2019_1192_1205,0.4302313618950075 	 F Dickinson-Gardner Webb
2019_1192_1209,0.22519821950012092 	 F Dickinson-Georgia St
2019_1192_1211,0.0026812152962318375 	 F Dickinson-Gonzaga
2019_1192_1222,0.017796264472081123 	 F Dickinson-Houston
2019_1192_1233,0.44654895400464745 	 F Dickinson-Iona
2019_1192_1234,0.10442646891692219 	 F Dickinson-Iowa
2019_1192_1235,0.032193140271088695 	 F Dickinson-Iowa St
2019_1192_1242,0.024422100655395552 	 F Dickinson-Kansas
2019_1192_1243,0.06410818750907456 	 F Dickinson-Kansas St
2019_1192_1246,0.01585567432525144 	 F Dickinson-Kentucky
2019_1192_1251,0.19773631358358634 	 F Dickinson-Liberty
2019_1192_1257,0.028313966382917454 	 F Dickinson-Louisville
2019_1192_1261,0.03563075120888532 	 F Dickinson-LSU
2019_1192_1266,0.03869033267821727 	 F Dickinson-Marquette
2019_1192_1268,0.047466708334550724 	 F Dickinson-Maryland
2019_1192_1276,0.016221510158666047 	 F Dickinson-Michigan
2019_1192_1277,0.011640764282258267 	 F Dickinson-Michigan St
2019_1192_1278,0.1308115364302933 	 F Dickinson-Minnesota
2019_1192_1279,0.09704542172667946 	 F Dickinson-Mississippi
2019_1192_1280,0.03196351460762042 	 F Dickinson-Mississippi St
2019_1192_1285,0.17885182190612686 	 F Dickinson-Montana
2019_1192_1293,0.08006436993265258 	 F Dickinson-Murray St
2019_1192_1295,0.35943120490911173 	 F Dickinson-N Dakota St
2019_1192_1297,0.19853067999193147 	 F Dickinson-N Kentucky
2019_1192_1300,0.6980662393863337 	 F Dickinson-NC Central
2019_1192_1305,0.02897243303427224 	 F Dickinson-Nevada
2019_1192_1308,0.08837531000750427 	 F Dickinson-New Mexico St
2019_1192_1314,0.005709292259232341 	 F Dickinson-North Carolina
2019_1192_1318,0.11186478493430499 	 F Dickinson-Northeastern
2019_1192_1326,0.0863734153508801 	 F Dickinson-Ohio St
2019_1192_1328,0.08982936089046964 	 F Dickinson-Oklahoma
2019_1192_1330,0.2191797736501413 	 F Dickinson-Old Dominion
2019_1192_1332,0.04973053201222312 	 F Dickinson-Oregon
2019_1192_1341,0.5619606300818941 	 F Dickinson-Prairie View
2019_1192_1345,0.0274792121506742 	 F Dickinson-Purdue
2019_1192_1371,0.10486213950798609 	 F Dickinson-Seton Hall
2019_1192_1385,0.14128248662791082 	 F Dickinson-St John's
2019_1192_1387,0.17595942718520313 	 F Dickinson-St Louis
2019_1192_1388,0.026757335617202047 	 F Dickinson-St Mary's CA
2019_1192_1393,0.05092122773462164 	 F Dickinson-Syracuse
2019_1192_1396,0.12786880043896784 	 F Dickinson-Temple
2019_1192_1397,0.02164729561630149 	 F Dickinson-Tennessee
2019_1192_1403,0.02167893311126855 	 F Dickinson-Texas Tech
2019_1192_1414,0.1933207993268729 	 F Dickinson-UC Irvine
2019_1192_1416,0.0507283092374526 	 F Dickinson-UCF
2019_1192_1429,0.03287441901459432 	 F Dickinson-Utah St
2019_1192_1433,0.0373164680039265 	 F Dickinson-VA Commonwealth
2019_1192_1436,0.11584922052520268 	 F Dickinson-Vermont
2019_1192_1437,0.049799414185960185 	 F Dickinson-Villanova
2019_1192_1438,0.00816436210276712 	 F Dickinson-Virginia
2019_1192_1439,0.023267536450947403 	 F Dickinson-Virginia Tech
2019_1192_1449,0.06951497086562705 	 F Dickinson-Washington
2019_1192_1458,0.03338672565268464 	 F Dickinson-Wisconsin
2019_1192_1459,0.044527469398758034 	 F Dickinson-Wofford
2019_1192_1463,0.14036175868800266 	 F Dickinson-Yale
2019_1196_1199,0.29182650969477497 	 Florida-Florida St
2019_1196_1205,0.9129270833150688 	 Florida-Gardner Webb
2019_1196_1209,0.8014196873201449 	 Florida-Georgia St
2019_1196_1211,0.03598575468598218 	 Florida-Gonzaga
2019_1196_1222,0.20101015687895185 	 Florida-Houston
2019_1196_1233,0.9180538043069357 	 Florida-Iona
2019_1196_1234,0.618181380979196 	 Florida-Iowa
2019_1196_1235,0.3159468188855453 	 Florida-Iowa St
2019_1196_1242,0.2579359736614706 	 Florida-Kansas
2019_1196_1243,0.48747501796318615 	 Florida-Kansas St
2019_1196_1246,0.18280948168297098 	 Florida-Kentucky
2019_1196_1251,0.773873604087575 	 Florida-Liberty
2019_1196_1257,0.2880527580122153 	 Florida-Louisville
2019_1196_1261,0.33906855441412964 	 Florida-LSU
2019_1196_1266,0.3584979502591132 	 Florida-Marquette
2019_1196_1268,0.4089569212309694 	 Florida-Maryland
2019_1196_1276,0.18629821832758747 	 Florida-Michigan
2019_1196_1277,0.14055164397474995 	 Florida-Michigan St
2019_1196_1278,0.6763427843926787 	 Florida-Minnesota
2019_1196_1279,0.5987655670615676 	 Florida-Mississippi
2019_1196_1280,0.3143506405289566 	 Florida-Mississippi St
2019_1196_1285,0.7515080484071724 	 Florida-Montana
2019_1196_1293,0.5471952385801016 	 Florida-Murray St
2019_1196_1295,0.8862487538781952 	 Florida-N Dakota St
2019_1196_1297,0.7747473546507879 	 Florida-N Kentucky
2019_1196_1300,0.969790503007164 	 Florida-NC Central
2019_1196_1305,0.29293068774055886 	 Florida-Nevada
2019_1196_1308,0.573753400749304 	 Florida-New Mexico St
2019_1196_1314,0.07384200003349459 	 Florida-North Carolina
2019_1196_1318,0.6362174831071419 	 Florida-Northeastern
2019_1196_1326,0.567602338082633 	 Florida-Ohio St
2019_1196_1328,0.5781289325753524 	 Florida-Oklahoma
2019_1196_1330,0.7958189687553813 	 Florida-Old Dominion
2019_1196_1332,0.42084412574897184 	 Florida-Oregon
2019_1196_1341,0.9468458635685121 	 Florida-Prairie View
2019_1196_1345,0.2817810195404076 	 Florida-Purdue
2019_1196_1371,0.6192783168984111 	 Florida-Seton Hall
2019_1196_1385,0.6955378623539381 	 Florida-St John's
2019_1196_1387,0.7477882922158393 	 Florida-St Louis
2019_1196_1388,0.27627646805340417 	 Florida-St Mary's CA
2019_1196_1393,0.4269283556754972 	 Florida-Syracuse
2019_1196_1396,0.6705960773407053 	 Florida-Temple
2019_1196_1397,0.2350212134970487 	 Florida-Tennessee
2019_1196_1403,0.23528969912336378 	 Florida-Texas Tech
2019_1196_1414,0.7689234361455936 	 Florida-UC Irvine
2019_1196_1416,0.42595024271675125 	 Florida-UCF
2019_1196_1429,0.3206434922008028 	 Florida-Utah St
2019_1196_1433,0.34990140699677597 	 Florida-VA Commonwealth
2019_1196_1436,0.645308316315129 	 Florida-Vermont
2019_1196_1437,0.4211991997200118 	 Florida-Villanova
2019_1196_1438,0.1025725967121574 	 Florida-Virginia
2019_1196_1439,0.24855454834272342 	 Florida-Virginia Tech
2019_1196_1449,0.5091623587604477 	 Florida-Washington
2019_1196_1458,0.32413730832965865 	 Florida-Wisconsin
2019_1196_1459,0.39286566588803595 	 Florida-Wofford
2019_1196_1463,0.6939239595508291 	 Florida-Yale
2019_1199_1205,0.961340427314526 	 Florida St-Gardner Webb
2019_1199_1209,0.9054082080594059 	 Florida St-Georgia St
2019_1199_1211,0.08133397131254604 	 Florida St-Gonzaga
2019_1199_1222,0.37370173296080483 	 Florida St-Houston
2019_1199_1233,0.9637298932055277 	 Florida St-Iona
2019_1199_1234,0.7933864486373685 	 Florida St-Iowa
2019_1199_1235,0.5227748011690476 	 Florida St-Iowa St
2019_1199_1242,0.4518744249625594 	 Florida St-Kansas
2019_1199_1243,0.6928577328122817 	 Florida St-Kansas St
2019_1199_1246,0.3466485643373326 	 Florida St-Kentucky
2019_1199_1251,0.8903126344277774 	 Florida St-Liberty
2019_1199_1257,0.489692432301823 	 Florida St-Louisville
2019_1199_1261,0.5488873734883248 	 Florida St-LSU
2019_1199_1266,0.5699714351931161 	 Florida St-Marquette
2019_1199_1268,0.6213647584227384 	 Florida St-Maryland
2019_1199_1276,0.3519175121248275 	 Florida St-Michigan
2019_1199_1277,0.27947008125001455 	 Florida St-Michigan St
2019_1199_1278,0.832107688134453 	 Florida St-Minnesota
2019_1199_1279,0.7797050396788289 	 Florida St-Mississippi
2019_1199_1280,0.5209294480742899 	 Florida St-Mississippi St
2019_1199_1285,0.8776428501353603 	 Florida St-Montana
2019_1199_1293,0.7413445575005503 	 Florida St-Murray St
2019_1199_1295,0.9486613353752807 	 Florida St-N Dakota St
2019_1199_1297,0.8907999529259607 	 Florida St-N Kentucky
2019_1199_1300,0.9870362245123278 	 Florida St-NC Central
2019_1199_1305,0.49560795512014016 	 Florida St-Nevada
2019_1199_1308,0.7614790811337245 	 Florida St-New Mexico St
2019_1199_1314,0.15902598782180355 	 Florida St-North Carolina
2019_1199_1318,0.8057469896009753 	 Florida St-Northeastern
2019_1199_1326,0.7568891748685825 	 Florida St-Ohio St
2019_1199_1328,0.7647177972854258 	 Florida St-Oklahoma
2019_1199_1330,0.9023831223085799 	 Florida St-Old Dominion
2019_1199_1332,0.6328156035782891 	 Florida St-Oregon
2019_1199_1341,0.9768777110872805 	 Florida St-Prairie View
2019_1199_1345,0.4820027235158275 	 Florida St-Purdue
2019_1199_1371,0.7941476478626511 	 Florida St-Seton Hall
2019_1199_1385,0.8441929577802486 	 Florida St-St John's
2019_1199_1387,0.8754984382042209 	 Florida St-St Louis
2019_1199_1388,0.4751745923988831 	 Florida St-St Mary's CA
2019_1199_1393,0.6385853713647457 	 Florida St-Syracuse
2019_1199_1396,0.828425069058173 	 Florida St-Temple
2019_1199_1397,0.4215171888276472 	 Florida St-Tennessee
2019_1199_1403,0.42188122907052256 	 Florida St-Texas Tech
2019_1199_1414,0.8875410339892531 	 Florida St-UC Irvine
2019_1199_1416,0.6376619127706443 	 Florida St-UCF
2019_1199_1429,0.5281721052261431 	 Florida St-Utah St
2019_1199_1433,0.5607364498961381 	 Florida St-VA Commonwealth
2019_1199_1436,0.8118541648879681 	 Florida St-Vermont
2019_1199_1437,0.6331540028412942 	 Florida St-Villanova
2019_1199_1438,0.21326811602060747 	 Florida St-Virginia
2019_1199_1439,0.4396180698954019 	 Florida St-Virginia Tech
2019_1199_1449,0.7110065429892338 	 Florida St-Washington
2019_1199_1458,0.53215588910387 	 Florida St-Wisconsin
2019_1199_1459,0.6054776141567633 	 Florida St-Wofford
2019_1199_1463,0.8431893952917857 	 Florida St-Yale
2019_1205_1209,0.27380678873582415 	 Gardner Webb-Georgia St
2019_1205_1211,0.003475388845229683 	 Gardner Webb-Gonzaga
2019_1205_1222,0.022964412387378338 	 Gardner Webb-Houston
2019_1205_1233,0.5114001654007695 	 Gardner Webb-Iona
2019_1205_1234,0.13138725143191674 	 Gardner Webb-Iowa
2019_1205_1235,0.04136614892967673 	 Gardner Webb-Iowa St
2019_1205_1242,0.0314528157702885 	 Gardner Webb-Kansas
2019_1205_1243,0.08160815405940594 	 Gardner Webb-Kansas St
2019_1205_1246,0.020472008808853165 	 Gardner Webb-Kentucky
2019_1205_1251,0.24227077187132426 	 Gardner Webb-Liberty
2019_1205_1257,0.03642325436203976 	 Gardner Webb-Louisville
2019_1205_1261,0.04573697189501967 	 Gardner Webb-LSU
2019_1205_1266,0.04961971413393455 	 Gardner Webb-Marquette
2019_1205_1268,0.06071868010474769 	 Gardner Webb-Maryland
2019_1205_1276,0.020942090182209775 	 Gardner Webb-Michigan
2019_1205_1277,0.015048704375502701 	 Gardner Webb-Michigan St
2019_1205_1278,0.16334196131561385 	 Gardner Webb-Minnesota
2019_1205_1279,0.12236093281951732 	 Gardner Webb-Mississippi
2019_1205_1280,0.04107387128451872 	 Gardner Webb-Mississippi St
2019_1205_1285,0.22030101118521203 	 Gardner Webb-Montana
2019_1205_1293,0.10144784484295731 	 Gardner Webb-Murray St
2019_1205_1295,0.4212605397764462 	 Gardner Webb-N Dakota St
2019_1205_1297,0.24318981422589445 	 Gardner Webb-N Kentucky
2019_1205_1300,0.749948787789016 	 Gardner Webb-NC Central
2019_1205_1305,0.03726307760065847 	 Gardner Webb-Nevada
2019_1205_1308,0.11170892092163763 	 Gardner Webb-New Mexico St
2019_1205_1314,0.00739373010370975 	 Gardner Webb-North Carolina
2019_1205_1318,0.14044482621094218 	 Gardner Webb-Northeastern
2019_1205_1326,0.10924180688466138 	 Gardner Webb-Ohio St
2019_1205_1328,0.1134990851610876 	 Gardner Webb-Oklahoma
2019_1205_1330,0.26693683265111795 	 Gardner Webb-Old Dominion
2019_1205_1332,0.06357234688052582 	 Gardner Webb-Oregon
2019_1205_1341,0.624655455778699 	 Gardner Webb-Prairie View
2019_1205_1345,0.03535812125616666 	 Gardner Webb-Purdue
2019_1205_1371,0.13191883468007737 	 Gardner Webb-Seton Hall
2019_1205_1385,0.17588990973113863 	 Gardner Webb-St John's
2019_1205_1387,0.21691537111372844 	 Gardner Webb-St Louis
2019_1205_1388,0.03443659548241827 	 Gardner Webb-St Mary's CA
2019_1205_1393,0.06507176222111263 	 Gardner Webb-Syracuse
2019_1205_1396,0.15980196460177437 	 Gardner Webb-Temple
2019_1205_1397,0.027902037349263276 	 Gardner Webb-Tennessee
2019_1205_1403,0.027942555058368904 	 Gardner Webb-Texas Tech
2019_1205_1414,0.23715476096262347 	 Gardner Webb-UC Irvine
2019_1205_1416,0.06482889543719624 	 Gardner Webb-UCF
2019_1205_1429,0.042233077970209615 	 Gardner Webb-Utah St
2019_1205_1433,0.04787708397437872 	 Gardner Webb-VA Commonwealth
2019_1205_1436,0.1452807153084277 	 Gardner Webb-Vermont
2019_1205_1437,0.06365911709587319 	 Gardner Webb-Villanova
2019_1205_1438,0.010565433298418832 	 Gardner Webb-Virginia
2019_1205_1439,0.029976084667309406 	 Gardner Webb-Virginia Tech
2019_1205_1449,0.0883515249054797 	 Gardner Webb-Washington
2019_1205_1458,0.04288476054306462 	 Gardner Webb-Wisconsin
2019_1205_1459,0.05700796238213006 	 Gardner Webb-Wofford
2019_1205_1463,0.17478955451175748 	 Gardner Webb-Yale
2019_1209_1211,0.00896930874680116 	 Georgia St-Gonzaga
2019_1209_1222,0.057489389655280755 	 Georgia St-Houston
2019_1209_1233,0.7309089579303542 	 Georgia St-Iona
2019_1209_1234,0.28188758962243815 	 Georgia St-Iowa
2019_1209_1235,0.10070499396771204 	 Georgia St-Iowa St
2019_1209_1242,0.07772416637807632 	 Georgia St-Kansas
2019_1209_1243,0.18738922233713884 	 Georgia St-Kansas St
2019_1209_1246,0.05144718553298874 	 Georgia St-Kentucky
2019_1209_1251,0.45347509255112917 	 Georgia St-Liberty
2019_1209_1257,0.08933236540526908 	 Georgia St-Louisville
2019_1209_1261,0.11062215446760298 	 Georgia St-LSU
2019_1209_1266,0.11932440946748199 	 Georgia St-Marquette
2019_1209_1268,0.14365815905744908 	 Georgia St-Maryland
2019_1209_1276,0.052590336621225454 	 Georgia St-Michigan
2019_1209_1277,0.038137637098458736 	 Georgia St-Michigan St
2019_1209_1278,0.33627493227774574 	 Georgia St-Minnesota
2019_1209_1279,0.2656844121791066 	 Georgia St-Mississippi
2019_1209_1280,0.10003720241534783 	 Georgia St-Mississippi St
2019_1209_1285,0.4230457812130002 	 Georgia St-Montana
2019_1209_1293,0.2266001181882693 	 Georgia St-Murray St
2019_1209_1295,0.6538554138360928 	 Georgia St-N Dakota St
2019_1209_1297,0.4547145308103091 	 Georgia St-N Kentucky
2019_1209_1300,0.886146499566418 	 Georgia St-NC Central
2019_1209_1305,0.0912765704796634 	 Georgia St-Nevada
2019_1209_1308,0.24605351451499657 	 Georgia St-New Mexico St
2019_1209_1314,0.018963917431539384 	 Georgia St-North Carolina
2019_1209_1318,0.2977637022769307 	 Georgia St-Northeastern
2019_1209_1326,0.24142577187807426 	 Georgia St-Ohio St
2019_1209_1328,0.2493921461907291 	 Georgia St-Oklahoma
2019_1209_1330,0.4858564608465206 	 Georgia St-Old Dominion
2019_1209_1332,0.14978821059795505 	 Georgia St-Oregon
2019_1209_1341,0.8119890136611306 	 Georgia St-Prairie View
2019_1209_1345,0.08685947154239526 	 Georgia St-Purdue
2019_1209_1371,0.2828298174066252 	 Georgia St-Seton Hall
2019_1209_1385,0.3564478161879361 	 Georgia St-St John's
2019_1209_1387,0.4182155819184376 	 Georgia St-St Louis
2019_1209_1388,0.08471356047814411 	 Georgia St-St Mary's CA
2019_1209_1393,0.1529888899478324 	 Georgia St-Syracuse
2019_1209_1396,0.3304674266989603 	 Georgia St-Temple
2019_1209_1397,0.06932359582182394 	 Georgia St-Tennessee
2019_1209_1403,0.06941996803806771 	 Georgia St-Texas Tech
2019_1209_1414,0.4465273518702986 	 Georgia St-UC Irvine
2019_1209_1416,0.15247140380063434 	 Georgia St-UCF
