ID,Pred
2019_1222_1449,0.8006
2019_1222_1458,0.6499
2019_1222_1459,0.7147
2019_1222_1463,0.8977
2019_1233_1234,0.1244
2019_1233_1235,0.0390
2019_1233_1242,0.0296
2019_1233_1243,0.0770
2019_1233_1246,0.0193
2019_1233_1251,0.2310
2019_1233_1257,0.0343
2019_1233_1261,0.0431
2019_1233_1266,0.0468
2019_1233_1268,0.0572
2019_1233_1276,0.0197
2019_1233_1277,0.0141
2019_1233_1278,0.1550
2019_1233_1279,0.1158
2019_1233_1280,0.0387
2019_1233_1285,0.2097
2019_1233_1293,0.0959
2019_1233_1295,0.4061
2019_1233_1297,0.2319
2019_1233_1300,0.7380
2019_1233_1305,0.0351
2019_1233_1308,0.1056
2019_1233_1314,0.0069
2019_1233_1318,0.1331
2019_1233_1326,0.1033
2019_1233_1328,0.1074
2019_1233_1330,0.2549
2019_1233_1332,0.0599
2019_1233_1341,0.6099
2019_1233_1345,0.0333
2019_1233_1371,0.1249
2019_1233_1385,0.1670
2019_1233_1387,0.2065
2019_1233_1388,0.0324
2019_1233_1393,0.0614
2019_1233_1396,0.1516
2019_1233_1397,0.0263
2019_1233_1403,0.0263
2019_1233_1414,0.2260
2019_1233_1416,0.0611
2019_1233_1429,0.0398
2019_1233_1433,0.0451
2019_1233_1436,0.1377
2019_1233_1437,0.0600
2019_1233_1438,0.0099
2019_1233_1439,0.0282
2019_1233_1449,0.0834
2019_1233_1458,0.0404
2019_1233_1459,0.0537
2019_1233_1463,0.1659
2019_1234_1235,0.2191
2019_1234_1242,0.1743
2019_1234_1243,0.3662
2019_1234_1246,0.1196
2019_1234_1251,0.6752
2019_1234_1257,0.1973
2019_1234_1261,0.2376
2019_1234_1266,0.2534
2019_1234_1268,0.2959
2019_1234_1276,0.1221
2019_1234_1277,0.0904
2019_1234_1278,0.5593
2019_1234_1279,0.4754
2019_1234_1280,0.2178
2019_1234_1285,0.6475
2019_1234_1293,0.4233
2019_1234_1295,0.8255
2019_1234_1297,0.6763
2019_1234_1300,0.9512
2019_1234_1305,0.2010
2019_1234_1308,0.4498
2019_1234_1314,0.0462
2019_1234_1318,0.5151
2019_1234_1326,0.4436
2019_1234_1328,0.4542
2019_1234_1330,0.7030
2019_1234_1332,0.3062
2019_1234_1341,0.9154
2019_1234_1345,0.1924
2019_1234_1371,0.4970
2019_1234_1385,0.5812
2019_1234_1387,0.6430
2019_1234_1388,0.1882
2019_1234_1393,0.3115
2019_1234_1396,0.5529
2019_1234_1397,0.1573
2019_1234_1403,0.1575
2019_1234_1414,0.6690
2019_1234_1416,0.3107
2019_1234_1429,0.2228
2019_1234_1433,0.2464
2019_1234_1436,0.5249
2019_1234_1437,0.3065
2019_1234_1438,0.0649
2019_1234_1439,0.1673
2019_1234_1449,0.3865
2019_1234_1458,0.2256
2019_1234_1459,0.2821
2019_1234_1463,0.5793
2019_1235_1242,0.4243
2019_1235_1243,0.6685
2019_1235_1246,0.3217
2019_1235_1251,0.8789
2019_1235_1257,0.4617
2019_1235_1261,0.5210
2019_1235_1266,0.5423
2019_1235_1268,0.5947
2019_1235_1276,0.3268
2019_1235_1277,0.2575
2019_1235_1278,0.8159
2019_1235_1279,0.7598
2019_1235_1280,0.4929
2019_1235_1285,0.8651
2019_1235_1293,0.7193
2019_1235_1295,0.9429
2019_1235_1297,0.8794
2019_1235_1300,0.9855
2019_1235_1305,0.4676
2019_1235_1308,0.7405
2019_1235_1314,0.1446
2019_1235_1318,0.7876
2019_1235_1326,0.7357
2019_1235_1328,0.7440
2019_1235_1330,0.8921
2019_1235_1332,0.6064
2019_1235_1341,0.9742
2019_1235_1345,0.4541
2019_1235_1371,0.7752
2019_1235_1385,0.8289
2019_1235_1387,0.8628
2019_1235_1388,0.4473
2019_1235_1393,0.6123
2019_1235_1396,0.8119
2019_1235_1397,0.3944
2019_1235_1403,0.3948
2019_1235_1414,0.8759
2019_1235_1416,0.6114
2019_1235_1429,0.5002
2019_1235_1433,0.5330
2019_1235_1436,0.7941
2019_1235_1437,0.6067
2019_1235_1438,0.1951
2019_1235_1439,0.4122
2019_1235_1449,0.6874
2019_1235_1458,0.5042
2019_1235_1459,0.5784
2019_1235_1463,0.8278
2019_1242_1243,0.7281
2019_1242_1246,0.3865
2019_1242_1251,0.9060
2019_1242_1257,0.5326
2019_1242_1261,0.5909
2019_1242_1266,0.6115
2019_1242_1268,0.6608
2019_1242_1276,0.3920
2019_1242_1277,0.3153
2019_1242_1278,0.8547
2019_1242_1279,0.8078
2019_1242_1280,0.5635
2019_1242_1285,0.8949
2019_1242_1293,0.7729
2019_1242_1295,0.9564
2019_1242_1297,0.9064
2019_1242_1300,0.9891
2019_1242_1305,0.5385
2019_1242_1308,0.7913
2019_1242_1314,0.1834
2019_1242_1318,0.8312
2019_1242_1326,0.7871
2019_1242_1328,0.7942
2019_1242_1330,0.9165
2019_1242_1332,0.6717
2019_1242_1341,0.9805
2019_1242_1345,0.5249
2019_1242_1371,0.8208
2019_1242_1385,0.8655
2019_1242_1387,0.8930
2019_1242_1388,0.5181
2019_1242_1393,0.6772
2019_1242_1396,0.8515
2019_1242_1397,0.4639
2019_1242_1403,0.4642
2019_1242_1414,0.9036
2019_1242_1416,0.6763
2019_1242_1429,0.5707
2019_1242_1433,0.6025
2019_1242_1436,0.8367
2019_1242_1437,0.6721
2019_1242_1438,0.2435
2019_1242_1439,0.4823
2019_1242_1449,0.7450
2019_1242_1458,0.5746
2019_1242_1459,0.6457
2019_1242_1463,0.8646
2019_1243_1246,0.1852
2019_1243_1251,0.7767
2019_1243_1257,0.2914
2019_1243_1261,0.3427
2019_1243_1266,0.3622
2019_1243_1268,0.4129
2019_1243_1276,0.1888
2019_1243_1277,0.1425
2019_1243_1278,0.6799
2019_1243_1279,0.6026
2019_1243_1280,0.3178
2019_1243_1285,0.7545
2019_1243_1293,0.5512
2019_1243_1295,0.8879
2019_1243_1297,0.7776
2019_1243_1300,0.9703
2019_1243_1305,0.2963
2019_1243_1308,0.5777
2019_1243_1314,0.0750
2019_1243_1318,0.6400
2019_1243_1326,0.5716
2019_1243_1328,0.5821
2019_1243_1330,0.7984
2019_1243_1332,0.4248
2019_1243_1341,0.9477
2019_1243_1345,0.2851
2019_1243_1371,0.6231
2019_1243_1385,0.6990
2019_1243_1387,0.7508
2019_1243_1388,0.2795
2019_1243_1393,0.4309
2019_1243_1396,0.6742
2019_1243_1397,0.2379
2019_1243_1403,0.2382
2019_1243_1414,0.7718
2019_1243_1416,0.4299
2019_1243_1429,0.3242
2019_1243_1433,0.3536
2019_1243_1436,0.6490
2019_1243_1437,0.4251
2019_1243_1438,0.1041
2019_1243_1439,0.2516
2019_1243_1449,0.5132
2019_1243_1458,0.3277
2019_1243_1459,0.3967
2019_1243_1463,0.6973
2019_1246_1251,0.9372
2019_1246_1257,0.6381
2019_1246_1261,0.6909
2019_1246_1266,0.7089
2019_1246_1268,0.7509
2019_1246_1276,0.4994
2019_1246_1277,0.4161
2019_1246_1278,0.9010
2019_1246_1279,0.8667
2019_1246_1280,0.6664
2019_1246_1285,0.9295
2019_1246_1293,0.8404
2019_1246_1295,0.9714
2019_1246_1297,0.9374
2019_1246_1300,0.9929
2019_1246_1305,0.6435
2019_1246_1308,0.8543
2019_1246_1314,0.2578
2019_1246_1318,0.8840
2019_1246_1326,0.8512
2019_1246_1328,0.8565
2019_1246_1330,0.9444
2019_1246_1332,0.7600
2019_1246_1341,0.9873
2019_1246_1345,0.6309
2019_1246_1371,0.8763
2019_1246_1385,0.9087
2019_1246_1387,0.9282
2019_1246_1388,0.6245
2019_1246_1393,0.7645
2019_1246_1396,0.8987
2019_1246_1397,0.5724
2019_1246_1403,0.5728
2019_1246_1414,0.9355
2019_1246_1416,0.7638
2019_1246_1429,0.6728
2019_1246_1433,0.7011
2019_1246_1436,0.8880
2019_1246_1437,0.7602
2019_1246_1438,0.3324
2019_1246_1439,0.5904
2019_1246_1449,0.8188
2019_1246_1458,0.6763
2019_1246_1459,0.7382
2019_1246_1463,0.9081
2019_1251_1257,0.1030
2019_1251_1261,0.1271
2019_1251_1266,0.1369
2019_1251_1268,0.1642
2019_1251_1276,0.0610
2019_1251_1277,0.0444
2019_1251_1278,0.3723
2019_1251_1279,0.2975
2019_1251_1280,0.1151
2019_1251_1285,0.4619
2019_1251_1293,0.2554
2019_1251_1295,0.6886
2019_1251_1297,0.4940
2019_1251_1300,0.9011
2019_1251_1305,0.1052
2019_1251_1308,0.2764
2019_1251_1314,0.0221
2019_1251_1318,0.3317
2019_1251_1326,0.2715
2019_1251_1328,0.2800
2019_1251_1330,0.5252
2019_1251_1332,0.1710
2019_1251_1341,0.8349
2019_1251_1345,0.1002
2019_1251_1371,0.3159
2019_1251_1385,0.3934
2019_1251_1387,0.4570
2019_1251_1388,0.0978
2019_1251_1393,0.1745
2019_1251_1396,0.3662
2019_1251_1397,0.0802
2019_1251_1403,0.0803
2019_1251_1414,0.4857
2019_1251_1416,0.1740
2019_1251_1429,0.1181
2019_1251_1433,0.1325
2019_1251_1436,0.3405
2019_1251_1437,0.1712
2019_1251_1438,0.0314
2019_1251_1439,0.0858
2019_1251_1449,0.2275
2019_1251_1458,0.1198
2019_1251_1459,0.1552
2019_1251_1463,0.3915
2019_1257_1261,0.5533
2019_1257_1266,0.5743
2019_1257_1268,0.6256
2019_1257_1276,0.3560
2019_1257_1277,0.2831
2019_1257_1278,0.8346
2019_1257_1279,0.7828
2019_1257_1280,0.5254
2019_1257_1285,0.8795
2019_1257_1293,0.7448
2019_1257_1295,0.9495
2019_1257_1297,0.8925
2019_1257_1300,0.9873
2019_1257_1305,0.5001
2019_1257_1308,0.7647
2019_1257_1314,0.1614
2019_1257_1318,0.8085
2019_1257_1326,0.7602
2019_1257_1328,0.7679
2019_1257_1330,0.9039
2019_1257_1332,0.6370
2019_1257_1341,0.9773
2019_1257_1345,0.4865
2019_1257_1371,0.7971
2019_1257_1385,0.8465
2019_1257_1387,0.8774
2019_1257_1388,0.4796
2019_1257_1393,0.6427
2019_1257_1396,0.8309
2019_1257_1397,0.4259
2019_1257_1403,0.4262
2019_1257_1414,0.8893
2019_1257_1416,0.6418
2019_1257_1429,0.5326
2019_1257_1433,0.5651
2019_1257_1436,0.8146
2019_1257_1437,0.6373
2019_1257_1438,0.2163
2019_1257_1439,0.4440
2019_1257_1449,0.7147
2019_1257_1458,0.5366
2019_1257_1459,0.6097
2019_1257_1463,0.8455
2019_1261_1266,0.5173
2019_1261_1268,0.5703
2019_1261_1276,0.3051
2019_1261_1277,0.2388
2019_1261_1278,0.8003
2019_1261_1279,0.7411
2019_1261_1280,0.4679
2019_1261_1285,0.8529
2019_1261_1293,0.6986
2019_1261_1295,0.9373
2019_1261_1297,0.8684
2019_1261_1300,0.9840
2019_1261_1305,0.4428
2019_1261_1308,0.7208
2019_1261_1314,0.1326
2019_1261_1318,0.7703
2019_1261_1326,0.7157
2019_1261_1328,0.7244
2019_1261_1330,0.8820
2019_1261_1332,0.5822
2019_1261_1341,0.9716
2019_1261_1345,0.4294
2019_1261_1371,0.7573
2019_1261_1385,0.8142
2019_1261_1387,0.8504
2019_1261_1388,0.4227
2019_1261_1393,0.5883
2019_1261_1396,0.7961
2019_1261_1397,0.3708
2019_1261_1403,0.3711
2019_1261_1414,0.8645
2019_1261_1416,0.5873
2019_1261_1429,0.4751
2019_1261_1433,0.5079
2019_1261_1436,0.7772
2019_1261_1437,0.5826
2019_1261_1438,0.1798
2019_1261_1439,0.3881
2019_1261_1449,0.6655
2019_1261_1458,0.4791
2019_1261_1459,0.5538
2019_1261_1463,0.8130
2019_1266_1268,0.5478
2019_1266_1276,0.2862
2019_1266_1277,0.2226
2019_1266_1278,0.7854
2019_1266_1279,0.7232
2019_1266_1280,0.4453
2019_1266_1285,0.8412
2019_1266_1293,0.6791
2019_1266_1295,0.9317
2019_1266_1297,0.8576
2019_1266_1300,0.9825
2019_1266_1305,0.4204
2019_1266_1308,0.7021
2019_1266_1314,0.1225
2019_1266_1318,0.7538
2019_1266_1326,0.6968
2019_1266_1328,0.7058
2019_1266_1330,0.8722
2019_1266_1332,0.5599
2019_1266_1341,0.9689
2019_1266_1345,0.4072
2019_1266_1371,0.7401
2019_1266_1385,0.8000
2019_1266_1387,0.8385
2019_1266_1388,0.4006
2019_1266_1393,0.5661
2019_1266_1396,0.7809
2019_1266_1397,0.3498
2019_1266_1403,0.3501
2019_1266_1414,0.8535
2019_1266_1416,0.5651
2019_1266_1429,0.4525
2019_1266_1433,0.4852
2019_1266_1436,0.7611
2019_1266_1437,0.5603
2019_1266_1438,0.1668
2019_1266_1439,0.3668
2019_1266_1449,0.6449
2019_1266_1458,0.4565
2019_1266_1459,0.5312
2019_1266_1463,0.7988
2019_1268_1276,0.2439
2019_1268_1277,0.1873
2019_1268_1278,0.7465
2019_1268_1279,0.6777
2019_1268_1280,0.3925
2019_1268_1285,0.8099
2019_1268_1293,0.6300
2019_1268_1295,0.9165
2019_1268_1297,0.8290
2019_1268_1300,0.9784
2019_1268_1305,0.3686
2019_1268_1308,0.6548
2019_1268_1314,0.1010
2019_1268_1318,0.7114
2019_1268_1326,0.6491
2019_1268_1328,0.6588
2019_1268_1330,0.8460
2019_1268_1332,0.5059
2019_1268_1341,0.9617
2019_1268_1345,0.3560
2019_1268_1371,0.6962
2019_1268_1385,0.7630
2019_1268_1387,0.8069
2019_1268_1388,0.3498
2019_1268_1393,0.5121
2019_1268_1396,0.7415
2019_1268_1397,0.3021
2019_1268_1403,0.3024
2019_1268_1414,0.8242
2019_1268_1416,0.5111
2019_1268_1429,0.3994
2019_1268_1433,0.4313
2019_1268_1436,0.7194
2019_1268_1437,0.5063
2019_1268_1438,0.1387
2019_1268_1439,0.3179
2019_1268_1449,0.5938
2019_1268_1458,0.4033
2019_1268_1459,0.4769
2019_1268_1463,0.7616
2019_1276_1277,0.4092
2019_1276_1278,0.8985
2019_1276_1279,0.8634
2019_1276_1280,0.6601
2019_1276_1285,0.9276
2019_1276_1293,0.8366
2019_1276_1295,0.9706
2019_1276_1297,0.9358
2019_1276_1300,0.9927
2019_1276_1305,0.6370
2019_1276_1308,0.8508
2019_1276_1314,0.2525
2019_1276_1318,0.8811
2019_1276_1326,0.8476
2019_1276_1328,0.8530
2019_1276_1330,0.9429
2019_1276_1332,0.7548
2019_1276_1341,0.9869
2019_1276_1345,0.6243
2019_1276_1371,0.8733
2019_1276_1385,0.9063
2019_1276_1387,0.9262
2019_1276_1388,0.6179
2019_1276_1393,0.7594
2019_1276_1396,0.8961
2019_1276_1397,0.5655
2019_1276_1403,0.5658
2019_1276_1414,0.9338
2019_1276_1416,0.7586
2019_1276_1429,0.6666
2019_1276_1433,0.6951
2019_1276_1436,0.8851
2019_1276_1437,0.7550
2019_1276_1438,0.3262
2019_1276_1439,0.5835
2019_1276_1449,0.8146
2019_1276_1458,0.6701
2019_1276_1459,0.7327
2019_1276_1463,0.9057
2019_1277_1278,0.9260
2019_1277_1279,0.8993
2019_1277_1280,0.7330
2019_1277_1285,0.9477
2019_1277_1293,0.8786
2019_1277_1295,0.9790
2019_1277_1297,0.9537
2019_1277_1300,0.9948
2019_1277_1305,0.7127
2019_1277_1308,0.8896
2019_1277_1314,0.3231
2019_1277_1318,0.9128
2019_1277_1326,0.8871
2019_1277_1328,0.8914
2019_1277_1330,0.9589
2019_1277_1332,0.8131
2019_1277_1341,0.9907
2019_1277_1345,0.7014
2019_1277_1371,0.9069
2019_1277_1385,0.9319
2019_1277_1387,0.9467
2019_1277_1388,0.6956
2019_1277_1393,0.8169
2019_1277_1396,0.9242
2019_1277_1397,0.6478
2019_1277_1403,0.6481
2019_1277_1414,0.9522
2019_1277_1416,0.8163
2019_1277_1429,0.7386
2019_1277_1433,0.7632
2019_1277_1436,0.9159
2019_1277_1437,0.8133
2019_1277_1438,0.4063
2019_1277_1439,0.6645
2019_1277_1449,0.8613
2019_1277_1458,0.7417
2019_1277_1459,0.7948
2019_1277_1463,0.9314
2019_1278_1279,0.4110
2019_1278_1280,0.1765
2019_1278_1285,0.5858
2019_1278_1293,0.3611
2019_1278_1295,0.7846
2019_1278_1297,0.6166
2019_1278_1300,0.9375
2019_1278_1305,0.1623
2019_1278_1308,0.3863
2019_1278_1314,0.0359
2019_1278_1318,0.4499
2019_1278_1326,0.3804
2019_1278_1328,0.3906
2019_1278_1330,0.6457
2019_1278_1332,0.2536
2019_1278_1341,0.8928
2019_1278_1345,0.1550
2019_1278_1371,0.4320
2019_1278_1385,0.5165
2019_1278_1387,0.5810
2019_1278_1388,0.1515
2019_1278_1393,0.2584
2019_1278_1396,0.4877
2019_1278_1397,0.1256
2019_1278_1403,0.1258
2019_1278_1414,0.6088
2019_1278_1416,0.2576
2019_1278_1429,0.1808
2019_1278_1433,0.2011
2019_1278_1436,0.4597
2019_1278_1437,0.2539
2019_1278_1438,0.0507
2019_1278_1439,0.1340
2019_1278_1449,0.3266
2019_1278_1458,0.1832
2019_1278_1459,0.2323
2019_1278_1463,0.5146
2019_1279_1280,0.2311
2019_1279_1285,0.6647
2019_1279_1293,0.4420
2019_1279_1295,0.8363
2019_1279_1297,0.6928
2019_1279_1300,0.9546
2019_1279_1305,0.2136
2019_1279_1308,0.4688
2019_1279_1314,0.0497
2019_1279_1318,0.5341
2019_1279_1326,0.4625
2019_1279_1328,0.4732
2019_1279_1330,0.7187
2019_1279_1332,0.3227
2019_1279_1341,0.9211
2019_1279_1345,0.2046
2019_1279_1371,0.5160
2019_1279_1385,0.5996
2019_1279_1387,0.6603
2019_1279_1388,0.2002
2019_1279_1393,0.3281
2019_1279_1396,0.5716
2019_1279_1397,0.1676
2019_1279_1403,0.1678
2019_1279_1414,0.6857
2019_1279_1416,0.3272
2019_1279_1429,0.2363
2019_1279_1433,0.2608
2019_1279_1436,0.5439
2019_1279_1437,0.3230
2019_1279_1438,0.0697
2019_1279_1439,0.1782
2019_1279_1449,0.4048
2019_1279_1458,0.2392
2019_1279_1459,0.2978
2019_1279_1463,0.5978
2019_1280_1285,0.8660
2019_1280_1293,0.7208
2019_1280_1295,0.9433
2019_1280_1297,0.8802
2019_1280_1300,0.9856
2019_1280_1305,0.4695
2019_1280_1308,0.7420
2019_1280_1314,0.1455
2019_1280_1318,0.7889
2019_1280_1326,0.7371
2019_1280_1328,0.7454
2019_1280_1330,0.8928
2019_1280_1332,0.6082
2019_1280_1341,0.9744
2019_1280_1345,0.4560
2019_1280_1371,0.7765
2019_1280_1385,0.8299
2019_1280_1387,0.8636
2019_1280_1388,0.4492
2019_1280_1393,0.6141
2019_1280_1396,0.8130
2019_1280_1397,0.3962
2019_1280_1403,0.3966
2019_1280_1414,0.8767
2019_1280_1416,0.6132
2019_1280_1429,0.5021
2019_1280_1433,0.5348
2019_1280_1436,0.7954
2019_1280_1437,0.6085
2019_1280_1438,0.1962
2019_1280_1439,0.4140
2019_1280_1449,0.6891
2019_1280_1458,0.5061
2019_1280_1459,0.5802
2019_1280_1463,0.8289
2019_1285_1293,0.2805
2019_1285_1295,0.7153
2019_1285_1297,0.5259
2019_1285_1300,0.9119
2019_1285_1305,0.1179
2019_1285_1308,0.3027
2019_1285_1314,0.0251
2019_1285_1318,0.3606
2019_1285_1326,0.2975
2019_1285_1328,0.3065
2019_1285_1330,0.5570
2019_1285_1332,0.1899
2019_1285_1341,0.8518
2019_1285_1345,0.1123
2019_1285_1371,0.3441
2019_1285_1385,0.4242
2019_1285_1387,0.4888
2019_1285_1388,0.1096
2019_1285_1393,0.1937
2019_1285_1396,0.3964
2019_1285_1397,0.0902
2019_1285_1403,0.0903
2019_1285_1414,0.5177
2019_1285_1416,0.1931
2019_1285_1429,0.1321
2019_1285_1433,0.1479
2019_1285_1436,0.3698
2019_1285_1437,0.1901
2019_1285_1438,0.0356
2019_1285_1439,0.0964
2019_1285_1449,0.2507
2019_1285_1458,0.1340
2019_1285_1459,0.1727
2019_1285_1463,0.4224
2019_1293_1295,0.8630
2019_1293_1297,0.7355
2019_1293_1300,0.9629
2019_1293_1305,0.2509
2019_1293_1308,0.5211
2019_1293_1314,0.0606
2019_1293_1318,0.5857
2019_1293_1326,0.5149
2019_1293_1328,0.5256
2019_1293_1330,0.7591
2019_1293_1332,0.3701
2019_1293_1341,0.9351
2019_1293_1345,0.2408
2019_1293_1371,0.5680
2019_1293_1385,0.6487
2019_1293_1387,0.7056
2019_1293_1388,0.2358
2019_1293_1393,0.3759
2019_1293_1396,0.6221
2019_1293_1397,0.1990
2019_1293_1403,0.1992
2019_1293_1414,0.7290
2019_1293_1416,0.3750
2019_1293_1429,0.2762
2019_1293_1433,0.3032
2019_1293_1436,0.5953
2019_1293_1437,0.3704
2019_1293_1438,0.0846
2019_1293_1439,0.2110
2019_1293_1449,0.4561
2019_1293_1458,0.2794
2019_1293_1459,0.3435
2019_1293_1463,0.6470
2019_1295_1297,0.3012
2019_1295_1300,0.8009
2019_1295_1305,0.0494
2019_1295_1308,0.1443
2019_1295_1314,0.0099
2019_1295_1318,0.1798
2019_1295_1326,0.1413
2019_1295_1328,0.1466
2019_1295_1330,0.3281
2019_1295_1332,0.0835
2019_1295_1341,0.6906
2019_1295_1345,0.0469
2019_1295_1371,0.1693
2019_1295_1385,0.2226
2019_1295_1387,0.2709
2019_1295_1388,0.0457
2019_1295_1393,0.0854
2019_1295_1396,0.2032
2019_1295_1397,0.0371
2019_1295_1403,0.0371
2019_1295_1414,0.2943
2019_1295_1416,0.0851
2019_1295_1429,0.0558
2019_1295_1433,0.0632
2019_1295_1436,0.1857
2019_1295_1437,0.0836
2019_1295_1438,0.0141
2019_1295_1439,0.0398
2019_1295_1449,0.1150
2019_1295_1458,0.0567
2019_1295_1459,0.0750
2019_1295_1463,0.2212
2019_1297_1300,0.9012
2019_1297_1305,0.1053
2019_1297_1308,0.2767
2019_1297_1314,0.0222
2019_1297_1318,0.3320
2019_1297_1326,0.2717
2019_1297_1328,0.2803
2019_1297_1330,0.5255
2019_1297_1332,0.1711
2019_1297_1341,0.8350
2019_1297_1345,0.1003
2019_1297_1371,0.3161
2019_1297_1385,0.3936
2019_1297_1387,0.4572
2019_1297_1388,0.0979
2019_1297_1393,0.1747
2019_1297_1396,0.3665
2019_1297_1397,0.0803
2019_1297_1403,0.0804
2019_1297_1414,0.4860
2019_1297_1416,0.1741
2019_1297_1429,0.1183
2019_1297_1433,0.1326
2019_1297_1436,0.3408
2019_1297_1437,0.1713
2019_1297_1438,0.0315
2019_1297_1439,0.0859
2019_1297_1449,0.2276
2019_1297_1458,0.1199
2019_1297_1459,0.1553
2019_1297_1463,0.3918
2019_1300_1305,0.0124
2019_1300_1308,0.0392
2019_1300_1314,0.0024
2019_1300_1318,0.0504
2019_1300_1326,0.0383
2019_1300_1328,0.0399
2019_1300_1330,0.1057
2019_1300_1332,0.0216
2019_1300_1341,0.3507
2019_1300_1345,0.0118
2019_1300_1371,0.0470
2019_1300_1385,0.0648
2019_1300_1387,0.0825
2019_1300_1388,0.0114
2019_1300_1393,0.0221
2019_1300_1396,0.0581
2019_1300_1397,0.0092
2019_1300_1403,0.0092
2019_1300_1414,0.0916
2019_1300_1416,0.0220
2019_1300_1429,0.0141
2019_1300_1433,0.0161
2019_1300_1436,0.0523
2019_1300_1437,0.0216
2019_1300_1438,0.0035
2019_1300_1439,0.0099
2019_1300_1449,0.0305
2019_1300_1458,0.0143
2019_1300_1459,0.0192
2019_1300_1463,0.0643
2019_1305_1308,0.7606
2019_1305_1314,0.1584
2019_1305_1318,0.8050
2019_1305_1326,0.7560
2019_1305_1328,0.7639
2019_1305_1330,0.9020
2019_1305_1332,0.6317
2019_1305_1341,0.9768
2019_1305_1345,0.4808
2019_1305_1371,0.7934
2019_1305_1385,0.8436
2019_1305_1387,0.8750
2019_1305_1388,0.4740
2019_1305_1393,0.6375
2019_1305_1396,0.8278
2019_1305_1397,0.4204
2019_1305_1403,0.4207
2019_1305_1414,0.8871
2019_1305_1416,0.6366
2019_1305_1429,0.5270
2019_1305_1433,0.5596
2019_1305_1436,0.8111
2019_1305_1437,0.6321
2019_1305_1438,0.2125
2019_1305_1439,0.4385
2019_1305_1449,0.7100
2019_1305_1458,0.5310
2019_1305_1459,0.6043
2019_1305_1463,0.8426
2019_1308_1314,0.0547
2019_1308_1318,0.5591
2019_1308_1326,0.4877
2019_1308_1328,0.4985
2019_1308_1330,0.7387
2019_1308_1332,0.3451
2019_1308_1341,0.9282
2019_1308_1345,0.2215
2019_1308_1371,0.5412
2019_1308_1385,0.6236
2019_1308_1387,0.6826
2019_1308_1388,0.2168
2019_1308_1393,0.3508
2019_1308_1396,0.5962
2019_1308_1397,0.1822
2019_1308_1403,0.1824
2019_1308_1414,0.7070
2019_1308_1416,0.3499
2019_1308_1429,0.2550
2019_1308_1433,0.2807
2019_1308_1436,0.5689
2019_1308_1437,0.3454
2019_1308_1438,0.0765
2019_1308_1439,0.1935
2019_1308_1449,0.4293
2019_1308_1458,0.2581
2019_1308_1459,0.3194
2019_1308_1463,0.6218
2019_1314_1318,0.9558
2019_1314_1326,0.9420
2019_1314_1328,0.9443
2019_1314_1330,0.9797
2019_1314_1332,0.8999
2019_1314_1341,0.9955
2019_1314_1345,0.8291
2019_1314_1371,0.9526
2019_1314_1385,0.9658
2019_1314_1387,0.9735
2019_1314_1388,0.8252
2019_1314_1393,0.9021
2019_1314_1396,0.9618
2019_1314_1397,0.7916
2019_1314_1403,0.7919
2019_1314_1414,0.9763
2019_1314_1416,0.9017
2019_1314_1429,0.8537
2019_1314_1433,0.8694
2019_1314_1436,0.9574
2019_1314_1437,0.9000
2019_1314_1438,0.5857
2019_1314_1439,0.8036
2019_1314_1449,0.9277
2019_1314_1458,0.8557
2019_1314_1459,0.8889
2019_1314_1463,0.9656
2019_1318_1326,0.4232
2019_1318_1328,0.4337
2019_1318_1330,0.6854
2019_1318_1332,0.2888
2019_1318_1341,0.9087
2019_1318_1345,0.1798
2019_1318_1371,0.4762
2019_1318_1385,0.5608
2019_1318_1387,0.6237
2019_1318_1388,0.1758
2019_1318_1393,0.2940
2019_1318_1396,0.5322
2019_1318_1397,0.1466
2019_1318_1403,0.1467
2019_1318_1414,0.6503
2019_1318_1416,0.2931
2019_1318_1429,0.2087
2019_1318_1433,0.2313
2019_1318_1436,0.5042
2019_1318_1437,0.2891
2019_1318_1438,0.0600
2019_1318_1439,0.1560
2019_1318_1449,0.3670
2019_1318_1458,0.2114
2019_1318_1459,0.2656
2019_1318_1463,0.5589
2019_1326_1328,0.5040
2019_1326_1330,0.7429
2019_1326_1332,0.3502
2019_1326_1341,0.9296
2019_1326_1345,0.2254
2019_1326_1371,0.5467
2019_1326_1385,0.6288
2019_1326_1387,0.6874
2019_1326_1388,0.2206
2019_1326_1393,0.3559
2019_1326_1396,0.6015
2019_1326_1397,0.1855
2019_1326_1403,0.1858
2019_1326_1414,0.7116
2019_1326_1416,0.3549
2019_1326_1429,0.2593
2019_1326_1433,0.2853
2019_1326_1436,0.5743
2019_1326_1437,0.3505
2019_1326_1438,0.0781
2019_1326_1439,0.1970
2019_1326_1449,0.4348
2019_1326_1458,0.2623
2019_1326_1459,0.3243
2019_1326_1463,0.6270
2019_1328_1330,0.7352
2019_1328_1332,0.3411
2019_1328_1341,0.9269
2019_1328_1345,0.2184
2019_1328_1371,0.5368
2019_1328_1385,0.6194
2019_1328_1387,0.6787
2019_1328_1388,0.2138
2019_1328_1393,0.3467
2019_1328_1396,0.5919
2019_1328_1397,0.1796
2019_1328_1403,0.1798
2019_1328_1414,0.7033
2019_1328_1416,0.3458
2019_1328_1429,0.2516
2019_1328_1433,0.2771
2019_1328_1436,0.5645
2019_1328_1437,0.3414
2019_1328_1438,0.0753
2019_1328_1439,0.1907
